636196958047710856,False,164,288
636196958047790860,False,164,270
636196958047880866,False,164,248
636196958047950870,False,164,225
636196958048040875,False,162,206
636196958048110879,False,160,189
636196958048200884,False,158,177
636196958048270888,False,155,166
636196958048360893,False,151,153
636196958048430897,False,147,141
636196958048510902,False,146,132
636196958048590906,False,142,123
636196958048670911,False,139,116
636196958048760916,False,139,113
636196958048840920,False,138,111
636196958048910924,False,137,109
636196958048990929,False,136,108
636196958050361007,True,143,108
636196958050371008,True,173,115
636196958050441012,True,182,119
636196958050521017,True,188,121
636196958050601021,True,195,126
636196958050681026,True,200,130
636196958050761030,True,203,134
636196958050851035,True,205,138
636196958050921039,True,207,143
636196958051001044,True,208,149
636196958051081049,True,209,156
636196958051161053,True,209,164
636196958051241058,True,209,170
636196958051321062,True,208,178
636196958051401067,True,206,182
636196958051481071,True,202,187
636196958051561076,True,197,192
636196958051641081,True,194,195
636196958051721085,True,188,198
636196958051801090,True,185,199
636196958051881094,True,180,201
636196958051961099,True,175,202
636196958052041104,True,171,202
636196958052121108,True,168,202
636196958052201113,True,162,202
636196958052281117,True,158,202
636196958052361122,True,153,201
636196958052441126,True,147,200
636196958052521131,True,141,197
636196958052601136,True,136,193
636196958052681140,True,128,187
636196958052761145,True,122,181
636196958052851150,True,118,175
636196958052921154,True,114,169
636196958053001158,True,113,164
636196958053081163,True,113,158
636196958053161168,True,113,153
636196958053241172,True,113,148
636196958053321177,True,120,143
636196958053401181,True,128,138
636196958053481186,True,137,136
636196958053561190,True,146,134
636196958053641195,True,155,133
636196958053721200,True,164,133
636196958053801204,True,175,133
636196958053881209,True,185,135
636196958053961213,True,195,140
636196958054041218,True,207,146
636196958054121222,True,217,152
636196958054201227,True,226,157
636196958054281232,True,235,162
636196958054361236,True,242,165
636196958054441241,True,246,167
636196958054521245,True,250,168
636196958054601250,True,254,170
636196958056041332,True,255,170
636196958056121337,True,254,171
636196958056201341,True,252,173
636196958056281346,True,249,176
636196958056281346,False,249,176
636196958056351350,False,246,180
636196958056431355,False,243,186
636196958056511359,False,240,194
636196958056591364,False,237,203
636196958056681369,False,234,213
636196958056751373,False,232,221
636196958056841378,False,229,229
636196958056911382,False,227,235
636196958057011388,False,227,242
636196958057071391,False,225,249
636196958057151396,False,224,254
636196958057231400,False,224,258
636196958057311405,False,224,260
636196958057391410,False,224,263
636196958057471414,False,224,265
636196958057551419,False,224,267
636196958057631423,False,224,270
636196958057711428,False,224,271
636196958057791432,False,224,272
636196958057871437,False,224,273
636196958057951442,False,224,275
636196958058031446,False,224,276
636196958058111451,False,224,278
636196958058191455,False,224,279
636196958058271460,False,225,282
636196958058431469,False,225,284
636196958058511474,False,227,286
636196958058681483,False,227,287
636196958058751487,False,227,288
636196958058831492,False,228,288
636196958058911496,False,228,289
636196958059001502,False,228,290
636196958059071506,False,228,291
636196958059161511,False,228,292
636196958059311519,False,229,294
636196958059391524,False,230,295
